date,county,confirmed_hosp,suspected_hosp,total_hosp,population,total_doses,cumulative_fully_vaccinated,pct_fully_vaccinated
2021-07-24,Tehama,2,0,2,65682,40555,20002,30.452787673944155
2021-07-24,Trinity,0,0,0,16089,9328,4665,28.994965504381877
2021-07-24,Tulare,22,6,28,473891,357601,172107,36.317845242893405
2021-07-24,Tuolumne,3,0,3,55374,46997,23049,41.62422797702893
2021-07-24,Ventura,46,7,53,843310,989235,488300,57.902787824169046
2021-07-24,Yolo,11,0,11,216291,256698,126638,58.54982407959647
2021-07-24,Yuba,19,1,20,81994,52406,26103,31.835256238261337
2021-07-25,Alameda,134,31,165,1680380,2185894,1105500,65.78869065330461
2021-07-25,Amador,2,0,2,40532,36612,18099,44.65360702654693
2021-07-25,Butte,13,1,14,210135,183488,90321,42.982368477407384
2021-07-25,Calaveras,1,0,1,45346,40093,19716,43.479027918669786
2021-07-25,Colusa,0,0,0,21858,19217,9470,43.325098362155735
2021-07-25,Contra Costa,83,18,101,1165986,1515589,757665,64.98062583941831
2021-07-25,Del Norte,3,0,3,27601,19505,9593,34.755987101916595
2021-07-25,El Dorado,10,0,10,191220,194558,95929,50.16682355402155
2021-07-25,Fresno,78,15,93,1009503,902658,436527,43.24177342712206
2021-07-25,Glenn,0,0,0,28896,22306,11202,38.766611295681066
2021-07-25,Humboldt,15,3,18,136261,143769,71727,52.63941993673905
2021-07-25,Imperial,9,0,9,179595,231089,111078,61.849160611375595
2021-07-25,Inyo,0,0,0,19001,19307,9435,49.65528130098416
2021-07-25,Kern,80,0,80,905828,675364,328775,36.295521887157385
2021-07-25,Kings,17,0,17,152790,95341,46666,30.542574775836115
2021-07-25,Lake,9,1,10,68195,53899,26596,38.9999266808417
2021-07-25,Lassen,1,0,1,32317,12222,6263,19.379892935606648
2021-07-25,Los Angeles,825,105,930,9992236,11540037,5648526,56.52914923146331
2021-07-25,Madera,14,6,20,156343,126001,61638,39.42485432670475
2021-07-25,Marin,7,3,10,261282,386771,192938,73.84282116640259
2021-07-25,Mariposa,0,0,0,17118,14927,6966,40.694006309148264
2021-07-25,Mendocino,9,0,9,91361,96444,46928,51.365462286971464
2021-07-25,Merced,22,0,22,281814,225259,106133,37.6606556097284
2021-07-25,Modoc,0,0,0,8663,5741,2933,33.85663165185271
2021-07-25,Mono,0,0,0,13226,15535,7570,57.23574776954484
2021-07-25,Monterey,20,0,20,438390,484628,238237,54.34362097675586
2021-07-25,Napa,8,1,9,137485,182780,88993,64.7292431901662
2021-07-25,Nevada,7,0,7,102249,106680,51663,50.526655517413374
2021-07-25,Orange,194,5,199,3185516,3763199,1847703,58.00325598741303
2021-07-25,Placer,66,13,79,405889,434052,213001,52.47764782982539
2021-07-25,Plumas,0,0,0,19749,16998,8588,43.48574611372728
2021-07-25,Riverside,190,22,212,2422847,2234030,1076835,44.44502686302519
2021-07-25,Sacramento,163,20,183,1586465,1625750,794054,50.05178179159326
2021-07-25,San Benito,2,0,2,64521,68869,33648,52.15046264007067
2021-07-25,San Bernardino,213,29,242,2183239,1848762,893769,40.93775349377691
2021-07-25,San Diego,239,11,250,3296045,3939248,1954340,59.29348658771346
2021-07-25,San Francisco,60,8,68,870393,1263766,637003,73.18567589583097
2021-07-25,San Joaquin,62,9,71,780558,742435,358203,45.89063208627674
2021-07-25,San Luis Obispo,4,1,5,281879,302521,148759,52.77406262970991
2021-07-25,San Mateo,25,2,27,762511,1080250,538264,70.59098163829768
2021-07-25,Santa Barbara,16,0,16,448244,497131,244078,54.45203951419316
2021-07-25,Santa Clara,95,10,105,1931026,2733120,1364922,70.68377121799499
2021-07-25,Santa Cruz,3,0,3,270462,346975,170921,63.19593880101456
2021-07-25,Shasta,11,0,11,181984,125578,60823,33.42216898188852
2021-07-25,Siskiyou,3,0,3,43991,34673,16815,38.223727580641494
2021-07-25,Solano,38,11,49,452698,487226,231983,51.2445383014725
2021-07-25,Sonoma,42,3,45,488281,644271,318246,65.17681417052886
2021-07-25,Stanislaus,83,10,93,553217,485300,234024,42.30238767066088
2021-07-25,Sutter,0,0,0,99464,84310,41349,41.571824981903
2021-07-25,Tehama,3,0,3,65682,40574,20006,30.45887762248409
2021-07-25,Trinity,0,0,0,16089,9331,4667,29.00739635775996
2021-07-25,Tulare,24,2,26,473891,357866,172174,36.331983515196534
2021-07-25,Tuolumne,3,0,3,55374,47016,23053,41.63145158377578
2021-07-25,Ventura,47,10,57,843310,989772,488444,57.919863395429914
2021-07-25,Yolo,11,0,11,216291,256814,126680,58.5692423632976
2021-07-25,Yuba,17,0,17,81994,52468,26126,31.863307071249118
2021-07-26,Alameda,141,34,175,1680380,2188421,1106487,65.84742736761923
2021-07-26,Amador,2,1,3,40532,36653,18105,44.66841014507056
2021-07-26,Butte,17,2,19,210135,183743,90406,43.022818664192066
2021-07-26,Calaveras,2,0,2,45346,40151,19735,43.5209279760067
2021-07-26,Colusa,0,0,0,21858,19245,9478,43.36169823405618
2021-07-26,Contra Costa,104,26,130,1165986,1517717,758390,65.04280497364462
2021-07-26,Del Norte,2,0,2,27601,19523,9596,34.76685627332343
2021-07-26,El Dorado,8,0,8,191220,194895,96031,50.220165254680474
2021-07-26,Fresno,83,15,98,1009503,904584,437186,43.307053074631774
2021-07-26,Glenn,0,0,0,28896,22340,11214,38.80813953488372
2021-07-26,Humboldt,16,3,19,136261,143955,71805,52.696663021701
2021-07-26,Imperial,9,0,9,179595,231589,111310,61.97834015423592
2021-07-26,Inyo,0,0,0,19001,19321,9441,49.68685858639019
2021-07-26,Kern,79,1,80,905828,676874,329277,36.35094079670754
2021-07-26,Kings,20,0,20,152790,95535,46718,30.576608416781202
2021-07-26,Lake,11,0,11,68195,54007,26650,39.07911137180145
2021-07-26,Lassen,0,0,0,32317,12244,6270,19.40155336200761
2021-07-26,Los Angeles,891,109,1000,9992236,11559948,5655973,56.603677094896476
2021-07-26,Madera,16,9,25,156343,126233,61734,39.486257779369716
2021-07-26,Marin,7,3,10,261282,387049,193036,73.8803285339212
2021-07-26,Mariposa,0,0,0,17118,14938,6969,40.711531720995445
2021-07-26,Mendocino,8,0,8,91361,96541,46960,51.400488173290576
2021-07-26,Merced,20,0,20,281814,225780,106318,37.72630174512267
2021-07-26,Modoc,0,0,0,8663,5748,2936,33.891261687637076
2021-07-26,Mono,0,0,0,13226,15542,7571,57.24330863450779
2021-07-26,Monterey,22,0,22,438390,485282,238473,54.39745432149456
2021-07-26,Napa,9,1,10,137485,182994,89072,64.78670400407317
2021-07-26,Nevada,7,0,7,102249,106801,51712,50.57457774648163
2021-07-26,Orange,212,10,222,3185516,3769521,1850204,58.08176760060223
2021-07-26,Placer,70,15,85,405889,434688,213229,52.53382082293435
2021-07-26,Plumas,0,0,0,19749,17005,8590,43.495873208770064
2021-07-26,Riverside,222,26,248,2422847,2239068,1078518,44.514490597218895
2021-07-26,Sacramento,175,21,196,1586465,1628644,795112,50.118470940108985
2021-07-26,San Benito,2,0,2,64521,68969,33683,52.20470854450489
2021-07-26,San Bernardino,226,30,256,2183239,1853026,895219,41.00416857705455
2021-07-26,San Diego,239,21,260,3296045,3945692,1956954,59.372793757366786
2021-07-26,San Francisco,65,6,71,870393,1265027,637526,73.2457636952503
2021-07-26,San Joaquin,72,6,78,780558,744004,358803,45.967500172953194
2021-07-26,San Luis Obispo,5,0,5,281879,302926,148925,52.832953146562886
2021-07-26,San Mateo,26,2,28,762511,1081257,538672,70.6444890631086
2021-07-26,Santa Barbara,17,0,17,448244,497824,244342,54.510936008067034
2021-07-26,Santa Clara,87,11,98,1931026,2735948,1366118,70.74570720435665
2021-07-26,Santa Cruz,3,0,3,270462,347346,171084,63.256206047429956
2021-07-26,Shasta,11,0,11,181984,125826,60924,33.4776683664498
2021-07-26,Siskiyou,4,0,4,43991,34699,16817,38.22827396512923
2021-07-26,Solano,47,10,57,452698,488033,232204,51.2933567190489
2021-07-26,Sonoma,44,3,47,488281,644857,318447,65.21797899160525
2021-07-26,Stanislaus,83,10,93,553217,486374,234375,42.36583474477465
2021-07-26,Sutter,0,0,0,99464,84468,41413,41.63616987050591
2021-07-26,Tehama,3,0,3,65682,40678,20054,30.531957004963306
2021-07-26,Trinity,0,0,0,16089,9343,4669,29.019827211138043
2021-07-26,Tulare,24,9,33,473891,358552,172422,36.38431622461705
2021-07-26,Tuolumne,6,1,7,55374,47107,23086,41.69104633943728
2021-07-26,Ventura,58,9,67,843310,991405,489092,57.9967034661038
2021-07-26,Yolo,12,0,12,216291,257101,126787,58.61871275272665
2021-07-26,Yuba,13,0,13,81994,52619,26185,31.93526355586994
2021-07-27,Alameda,155,33,188,1680380,2191384,1107743,65.92217236577441
2021-07-27,Amador,3,1,4,40532,36690,18127,44.72268824632389
2021-07-27,Butte,20,0,20,210135,184123,90553,43.09277369310205
2021-07-27,Calaveras,2,0,2,45346,40222,19760,43.57605963039739
2021-07-27,Colusa,0,0,0,21858,19296,9499,43.45777289779486
2021-07-27,Contra Costa,117,14,131,1165986,1520209,759429,65.13191410531516
2021-07-27,Del Norte,5,0,5,27601,19568,9616,34.83931741603565
2021-07-27,El Dorado,6,0,6,191220,195295,96176,50.29599414287208
2021-07-27,Fresno,103,13,116,1009503,906573,437971,43.38481411149843
2021-07-27,Glenn,0,0,0,28896,22383,11238,38.89119601328904
2021-07-27,Humboldt,15,4,19,136261,144189,71905,52.77005159216504
2021-07-27,Imperial,7,0,7,179595,232403,111702,62.19660903699992
2021-07-27,Inyo,0,0,0,19001,19351,9452,49.74475027630125
2021-07-27,Kern,77,1,78,905828,678634,329972,36.427666179451286
2021-07-27,Kings,21,0,21,152790,95753,46796,30.627658878198837
2021-07-27,Lake,12,0,12,68195,54199,26729,39.19495564190923
2021-07-27,Lassen,0,0,0,32317,12285,6289,19.46034594795309
2021-07-27,Los Angeles,918,104,1022,9992236,11583203,5665593,56.6999518426106
2021-07-27,Madera,16,10,26,156343,126532,61841,39.55469704431922
2021-07-27,Marin,7,3,10,261282,387375,193189,73.93888595463905
2021-07-27,Mariposa,0,0,0,17118,14961,6971,40.72321532889356
2021-07-27,Mendocino,9,0,9,91361,96804,47068,51.51870053961756
2021-07-27,Merced,20,0,20,281814,226411,106549,37.808270703371726
2021-07-27,Modoc,0,0,0,8663,5762,2946,34.006695140251644
2021-07-27,Mono,1,0,1,13226,15552,7572,57.25086949947074
2021-07-27,Monterey,23,0,23,438390,486205,238910,54.497137252218344
2021-07-27,Napa,11,0,11,137485,183379,89211,64.88780594246646
2021-07-27,Nevada,8,0,8,102249,106955,51792,50.65281812047061
2021-07-27,Orange,215,12,227,3185516,3775996,1852922,58.16709129698297
2021-07-27,Placer,76,13,89,405889,435515,213598,52.624732377571206
2021-07-27,Plumas,0,0,0,19749,17028,8599,43.541445136462606
2021-07-27,Riverside,233,32,265,2422847,2245043,1080880,44.61197921288468
2021-07-27,Sacramento,173,26,199,1586465,1632132,796517,50.207032616540545
2021-07-27,San Benito,2,1,3,64521,69098,33724,52.26825374684211
2021-07-27,San Bernardino,240,31,271,2183239,1858730,897539,41.11043271029878
2021-07-27,San Diego,247,22,269,3296045,3953420,1960370,59.476433119086664
2021-07-27,San Francisco,73,8,81,870393,1266250,638073,73.30860886978641
2021-07-27,San Joaquin,74,9,83,780558,746125,359549,46.063072827387586
2021-07-27,San Luis Obispo,7,1,8,281879,303338,149126,52.904260338655945
2021-07-27,San Mateo,28,3,31,762511,1082506,539257,70.72120926780073
2021-07-27,Santa Barbara,20,0,20,448244,498588,244652,54.58009476981287
2021-07-27,Santa Clara,81,12,93,1931026,2739392,1367778,70.83167186770142
2021-07-27,Santa Cruz,5,0,5,270462,347959,171340,63.35085890069585
2021-07-27,Shasta,15,0,15,181984,126103,61030,33.53591524529629
2021-07-27,Siskiyou,3,0,3,43991,34765,16842,38.285103771225934
2021-07-27,Solano,51,16,67,452698,488808,232468,51.35167374276008
2021-07-27,Sonoma,44,0,44,488281,646007,318918,65.3144398409932
2021-07-27,Stanislaus,89,10,99,553217,487494,234816,42.44555029943042
2021-07-27,Sutter,0,0,0,99464,84710,41515,41.7387195367168
2021-07-27,Tehama,3,0,3,65682,40784,20106,30.611126335982462
2021-07-27,Trinity,0,0,0,16089,9383,4689,29.144135744918888
2021-07-27,Tulare,34,12,46,473891,359446,172766,36.456906757039064
2021-07-27,Tuolumne,7,1,8,55374,47182,23118,41.74883519341207
2021-07-27,Ventura,61,11,72,843310,993134,489833,58.08457150988367
2021-07-27,Yolo,10,0,10,216291,257440,126930,58.6848273853281
2021-07-27,Yuba,18,0,18,81994,52806,26250,32.014537649096276
2021-07-28,Alameda,160,32,192,1680380,2193799,1108744,65.98174222497292
2021-07-28,Amador,3,1,4,40532,36732,18143,44.762163229053584
2021-07-28,Butte,21,0,21,210135,184568,90732,43.1779570276251
2021-07-28,Calaveras,2,0,2,45346,40271,19776,43.611343889207426
2021-07-28,Colusa,0,0,0,21858,19357,9532,43.608747369384204
2021-07-28,Contra Costa,126,12,138,1165986,1522512,760419,65.21682078515522
2021-07-28,Del Norte,4,0,4,27601,19604,9635,34.908155501612264
2021-07-28,El Dorado,10,1,11,191220,195617,96297,50.35927204267336
2021-07-28,Fresno,100,14,114,1009503,909062,438904,43.47723582792721
2021-07-28,Glenn,0,0,0,28896,22472,11285,39.05384828349945
2021-07-28,Humboldt,10,3,13,136261,144441,72006,52.84417404833371
2021-07-28,Imperial,6,0,6,179595,233205,112111,62.42434366212868
2021-07-28,Inyo,0,0,0,19001,19366,9460,49.78685332350929
2021-07-28,Kern,82,0,82,905828,680395,330603,36.49732620320856
2021-07-28,Kings,19,0,19,152790,96069,46912,30.703580077230185
2021-07-28,Lake,12,0,12,68195,54362,26781,39.271207566537136
2021-07-28,Lassen,0,0,0,32317,12303,6297,19.485100720982764
2021-07-28,Los Angeles,991,106,1097,9992236,11607536,5675149,56.79558609304264
2021-07-28,Madera,14,11,25,156343,126851,61981,39.64424374612231
2021-07-28,Marin,7,2,9,261282,387622,193301,73.98175151751747
2021-07-28,Mariposa,0,0,0,17118,14988,6982,40.78747517233322
2021-07-28,Mendocino,8,0,8,91361,96964,47107,51.561388338568975
2021-07-28,Merced,21,0,21,281814,227101,106812,37.90159466882412
2021-07-28,Modoc,0,1,1,8663,5775,2953,34.087498557081844
2021-07-28,Mono,1,0,1,13226,15572,7576,57.28111295932255
2021-07-28,Monterey,22,0,22,438390,487340,239278,54.581080772827846
2021-07-28,Napa,13,0,13,137485,183575,89302,64.95399498127068
2021-07-28,Nevada,7,0,7,102249,107093,51841,50.70074034953887
2021-07-28,Orange,236,11,247,3185516,3782526,1855590,58.2508453889417
2021-07-28,Placer,79,18,97,405889,436252,213881,52.69445587340381
2021-07-28,Plumas,0,0,0,19749,17045,8608,43.58701706415515
2021-07-28,Riverside,246,22,268,2422847,2250893,1083097,44.70348313368529
2021-07-28,Sacramento,197,26,223,1586465,1635589,797983,50.29943931949334
2021-07-28,San Benito,2,0,2,64521,69260,33782,52.35814695990453
2021-07-28,San Bernardino,258,13,271,2183239,1864347,899794,41.21371961567194
2021-07-28,San Diego,298,18,316,3296045,3961075,1963623,59.57512715997506
2021-07-28,San Francisco,76,4,80,870393,1267440,638578,73.36662863786817
2021-07-28,San Joaquin,79,10,89,780558,748004,360274,46.155955098788304
2021-07-28,San Luis Obispo,9,1,10,281879,303852,149357,52.98621039524051
2021-07-28,San Mateo,28,4,32,762511,1083538,539728,70.78297886850157
2021-07-28,Santa Barbara,21,3,24,448244,499447,244955,54.64769188209993
2021-07-28,Santa Clara,86,19,105,1931026,2742427,1369173,70.90391325647609
2021-07-28,Santa Cruz,5,0,5,270462,348345,171517,63.41630247502422
2021-07-28,Shasta,18,0,18,181984,126336,61118,33.58427114471602
2021-07-28,Siskiyou,2,0,2,43991,34817,16856,38.316928462640085
2021-07-28,Solano,55,11,66,452698,489778,232860,51.43826568705848
2021-07-28,Sonoma,45,0,45,488281,646804,319283,65.38919187926624
2021-07-28,Stanislaus,97,9,106,553217,488685,235290,42.531230963618256
2021-07-28,Sutter,0,0,0,99464,84899,41582,41.80608059197297
2021-07-28,Tehama,3,0,3,65682,40900,20147,30.673548308516793
2021-07-28,Trinity,0,0,0,16089,9423,4711,29.280875132077817
2021-07-28,Tulare,35,10,45,473891,360359,173096,36.52654302360669
2021-07-28,Tuolumne,7,0,7,55374,47276,23161,41.8264889659407
2021-07-28,Ventura,56,10,66,843310,994765,490508,58.164613250168976
2021-07-28,Yolo,9,0,9,216291,257871,127106,58.76619924083757
2021-07-28,Yuba,19,0,19,81994,53014,26312,32.090152938019855
2021-07-29,Alameda,168,34,202,1680380,2196719,1109991,66.05595162998846
2021-07-29,Amador,3,1,4,40532,36776,18159,44.801638211783285
2021-07-29,Butte,21,0,21,210135,184929,90876,43.24648440288386
2021-07-29,Calaveras,1,0,1,45346,40331,19797,43.6576544788956
2021-07-29,Colusa,0,0,0,21858,19390,9545,43.66822216122244
2021-07-29,Contra Costa,128,12,140,1165986,1524654,761350,65.29666736993411
2021-07-29,Del Norte,4,0,4,27601,19638,9649,34.958878301510815
2021-07-29,El Dorado,10,0,10,191220,195966,96420,50.42359585817383
2021-07-29,Fresno,116,21,137,1009503,911236,439702,43.556284627187836
2021-07-29,Glenn,0,0,0,28896,22506,11296,39.09191583610188
2021-07-29,Humboldt,9,0,9,136261,144657,72099,52.91242541886527
2021-07-29,Imperial,5,0,5,179595,233878,112455,62.61588574292157
2021-07-29,Inyo,0,0,0,19001,19401,9471,49.844745013420344
2021-07-29,Kern,76,1,77,905828,682122,331249,36.56864217047828
2021-07-29,Kings,19,0,19,152790,96355,47017,30.77230185221546
2021-07-29,Lake,10,0,10,68195,54528,26834,39.348925874330966
2021-07-29,Lassen,1,0,1,32317,12324,6307,19.51604418726986
2021-07-29,Los Angeles,1011,97,1108,9992236,11630394,5683832,56.88248356023617
2021-07-29,Madera,13,15,28,156343,127163,62100,39.720358442654934
2021-07-29,Marin,8,3,11,261282,387919,193452,74.03954348175535
2021-07-29,Mariposa,0,0,0,17118,15029,6991,40.84005140787475
2021-07-29,Mendocino,7,0,7,91361,97125,47158,51.61721084489005
2021-07-29,Merced,21,0,21,281814,227685,107037,37.98143456322255
2021-07-29,Modoc,0,0,0,8663,5810,2967,34.24910539074224
2021-07-29,Mono,1,0,1,13226,15577,7577,57.288673824285496
2021-07-29,Monterey,21,0,21,438390,488252,239611,54.65704053468373
2021-07-29,Napa,12,0,12,137485,183729,89375,65.00709168272903
2021-07-29,Nevada,9,0,9,102249,107241,51908,50.766266662754646
2021-07-29,Orange,252,11,263,3185516,3788936,1858054,58.328195494858605
2021-07-29,Placer,97,21,118,405889,437000,214159,52.76294750535245
2021-07-29,Plumas,0,0,0,19749,17076,8626,43.67816091954023
2021-07-29,Riverside,261,29,290,2422847,2256628,1085185,44.78966273974378
2021-07-29,Sacramento,200,18,218,1586465,1638798,799261,50.37999577677415
2021-07-29,San Benito,2,0,2,64521,69410,33836,52.441840641031604
2021-07-29,San Bernardino,270,16,286,2183239,1869585,901769,41.30418153944667
2021-07-29,San Diego,300,23,323,3296045,3968260,1966670,59.667571286192995
2021-07-29,San Francisco,84,6,90,870393,1268651,639087,73.42510796846942
2021-07-29,San Joaquin,84,13,97,780558,749963,360972,46.24537830628858
2021-07-29,San Luis Obispo,9,0,9,281879,304278,149543,53.05219615508782
2021-07-29,San Mateo,32,6,38,762511,1084621,540223,70.847895964779525
2021-07-29,Santa Barbara,23,0,23,448244,500494,245395,54.74585270522305
2021-07-29,Santa Clara,86,18,104,1931026,2745315,1370466,70.97087247918982
2021-07-29,Santa Cruz,9,0,9,270462,348802,171719,63.49098949205434
2021-07-29,Shasta,15,0,15,181984,126600,61220,33.64032002813434
2021-07-29,Siskiyou,2,0,2,43991,34909,16898,38.412402536882546
2021-07-29,Solano,49,10,59,452698,490479,233095,51.49017667407411
2021-07-29,Sonoma,52,3,55,488281,647836,319684,65.47131672131417
2021-07-29,Stanislaus,102,8,110,553217,490011,235789,42.621430650178866
2021-07-29,Sutter,0,0,0,99464,85100,41651,41.87545242499799
2021-07-29,Tehama,3,0,3,65682,41025,20197,30.74967266526598
2021-07-29,Trinity,0,0,0,16089,9443,4723,29.355460252346322
2021-07-29,Tulare,29,3,32,473891,361480,173455,36.60229884087269
2021-07-29,Tuolumne,4,0,4,55374,47337,23180,41.86080109798822
2021-07-29,Ventura,56,9,65,843310,996612,491309,58.25959611530754
2021-07-29,Yolo,11,0,11,216291,258304,127279,58.846184076082686
2021-07-29,Yuba,19,0,19,81994,53193,26377,32.16942703124619
2021-07-30,Alameda,176,34,210,1680380,2200287,1111558,66.14920434663588
2021-07-30,Amador,7,1,8,40532,36848,18181,44.855916313036616
2021-07-30,Butte,22,0,22,210135,185290,91014,43.31215647084017
2021-07-30,Calaveras,1,0,1,45346,40440,19835,43.74145459356944
2021-07-30,Colusa,2,0,2,21858,19458,9563,43.75057187299844
2021-07-30,Contra Costa,130,19,149,1165986,1527261,762389,65.38577650160465
2021-07-30,Del Norte,5,1,6,27601,19680,9666,35.020470272816205
2021-07-30,El Dorado,9,0,9,191220,196343,96576,50.50517728271102
2021-07-30,Fresno,136,14,150,1009503,913968,440665,43.65167810298731
2021-07-30,Glenn,0,0,0,28896,22565,11314,39.15420819490587
2021-07-30,Humboldt,11,1,12,136261,144979,72244,53.018838846038115
2021-07-30,Imperial,4,0,4,179595,234660,112833,62.826359308444
2021-07-30,Inyo,0,0,0,19001,19417,9476,49.87105941792537
2021-07-30,Kern,92,1,93,905828,684268,332088,36.66126461094159
2021-07-30,Kings,21,0,21,152790,96652,47101,30.82727927220368
2021-07-30,Lake,14,0,14,68195,54736,26915,39.46770291077058
2021-07-30,Lassen,1,0,1,32317,12355,6323,19.565553733329207
2021-07-30,Los Angeles,1071,108,1179,9992236,11657215,5694579,56.99003706477709
2021-07-30,Madera,17,15,32,156343,127531,62247,39.81438247954817
2021-07-30,Marin,9,4,13,261282,388282,193617,74.10269364135303
2021-07-30,Mariposa,0,0,0,17118,15046,6996,40.86926042762005
2021-07-30,Mendocino,7,0,7,91361,97460,47245,51.71243747332012
2021-07-30,Merced,17,0,17,281814,228386,107281,38.068016493147965
2021-07-30,Modoc,0,0,0,8663,5819,2969,34.27219208126515
2021-07-30,Mono,0,0,0,13226,15581,7577,57.288673824285496
2021-07-30,Monterey,20,0,20,438390,489410,240130,54.77542827163028
2021-07-30,Napa,12,0,12,137485,183922,89449,65.06091573626213
2021-07-30,Nevada,9,0,9,102249,107432,51967,50.823968938571525
2021-07-30,Orange,269,7,276,3185516,3796836,1861222,58.427645631037485
2021-07-30,Placer,98,23,121,405889,437921,214509,52.84917797723023
2021-07-30,Plumas,0,0,0,19749,17108,8636,43.72879639475416
2021-07-30,Riverside,285,30,315,2422847,2263695,1087914,44.90229882448211
2021-07-30,Sacramento,204,22,226,1586465,1642921,800905,50.48362239318233
2021-07-30,San Benito,2,0,2,64521,69543,33885,52.5177849072395
2021-07-30,San Bernardino,292,20,312,2183239,1875817,904095,41.41072049372515
2021-07-30,San Diego,311,18,329,3296045,3976408,1970027,59.76942062380823
2021-07-30,San Francisco,85,6,91,870393,1270005,639696,73.49507636205713
2021-07-30,San Joaquin,99,5,104,780558,752186,361846,46.35734948588061
2021-07-30,San Luis Obispo,6,0,6,281879,304788,149749,53.12527715792947
2021-07-30,San Mateo,32,3,35,762511,1085836,540779,70.9208129456493
2021-07-30,Santa Barbara,29,0,29,448244,501415,245789,54.83375126047421
2021-07-30,Santa Clara,93,20,113,1931026,2748847,1372078,71.05435141732944
2021-07-30,Santa Cruz,10,0,10,270462,349354,171952,63.577138378034626
2021-07-30,Shasta,15,0,15,181984,126943,61347,33.71010638297872
2021-07-30,Siskiyou,5,0,5,43991,34996,16951,38.53288172580755
2021-07-30,Solano,55,12,67,452698,491393,233403,51.55821320173714
2021-07-30,Sonoma,57,2,59,488281,648861,320116,65.55979036661267
2021-07-30,Stanislaus,112,9,121,553217,491369,236262,42.706930553471786
2021-07-30,Sutter,0,0,0,99464,85385,41765,41.99006675782193
2021-07-30,Tehama,1,0,1,65682,41153,20252,30.83340945769008
2021-07-30,Trinity,0,0,0,16089,9461,4733,29.417614519236746
2021-07-30,Tulare,37,4,41,473891,362865,173999,36.71709317121448
2021-07-30,Tuolumne,7,1,8,55374,47503,23240,41.96915519919096
2021-07-30,Ventura,59,4,63,843310,998570,492130,58.35695058756566
2021-07-30,Yolo,13,0,13,216291,258837,127481,58.93957677388333
2021-07-30,Yuba,21,0,21,81994,53440,26459,32.269434348854794
2021-07-31,Alameda,179,33,212,1680380,2202530,1112488,66.20454897106607
2021-07-31,Amador,7,0,7,40532,36888,18198,44.89785848218691
2021-07-31,Butte,27,0,27,210135,185490,91083,43.34499250481833
2021-07-31,Calaveras,2,0,2,45346,40492,19857,43.78997044943325
2021-07-31,Colusa,2,0,2,21858,19496,9569,43.77802177692378
2021-07-31,Contra Costa,137,18,155,1165986,1528495,762860,65.42617149777098
2021-07-31,Del Norte,5,0,5,27601,19717,9677,35.060323901307925
2021-07-31,El Dorado,18,0,18,191220,196526,96636,50.53655475368685
2021-07-31,Fresno,141,17,158,1009503,915443,441184,43.70308954010043
2021-07-31,Glenn,0,0,0,28896,22609,11330,39.209579180509415
2021-07-31,Humboldt,12,1,13,136261,145123,72314,53.07021084536294
2021-07-31,Imperial,6,0,6,179595,234905,112942,62.887051421253375
2021-07-31,Inyo,0,0,0,19001,19425,9479,49.88684806062839
2021-07-31,Kern,97,0,97,905828,685585,332593,36.71701470919424
2021-07-31,Kings,23,0,23,152790,96824,47145,30.856076968387985
2021-07-31,Lake,13,0,13,68195,54793,26937,39.499963340420855
2021-07-31,Lassen,1,0,1,32317,12370,6329,19.584119813101463
2021-07-31,Los Angeles,1096,113,1209,9992236,11675356,5701680,57.06110223977896
2021-07-31,Madera,18,9,27,156343,127803,62349,39.87962364800471
2021-07-31,Marin,11,4,15,261282,388574,193772,74.16201651855084
2021-07-31,Mariposa,0,0,0,17118,15063,6999,40.88678583946723
2021-07-31,Mendocino,10,0,10,91361,97527,47257,51.72557218068979
2021-07-31,Merced,15,0,15,281814,228779,107423,38.11840433761275
2021-07-31,Modoc,0,0,0,8663,5822,2972,34.30682211704952
2021-07-31,Mono,0,0,0,13226,15588,7577,57.288673824285496
2021-07-31,Monterey,21,1,22,438390,490248,240449,54.84819452998472
2021-07-31,Napa,11,0,11,137485,184037,89488,65.08928246717824
2021-07-31,Nevada,10,1,11,102249,107512,51999,50.85526508816712
2021-07-31,Orange,292,10,302,3185516,3801593,1863273,58.492030804428545
2021-07-31,Placer,103,20,123,405889,438368,214681,52.89155409483874
2021-07-31,Plumas,0,0,0,19749,17115,8638,43.73892348979695
2021-07-31,Riverside,288,60,348,2422847,2267794,1089432,44.96495238865682
2021-07-31,Sacramento,180,40,220,1586465,1645441,801851,50.54325182087219
2021-07-31,San Benito,1,0,1,64521,69669,33929,52.58597975852823
2021-07-31,San Bernardino,284,19,303,2183239,1879620,905495,41.47484540171736
2021-07-31,San Diego,344,22,366,3296045,3981538,1972125,59.8330726673938
2021-07-31,San Francisco,89,6,95,870393,1270864,640023,73.53264559802297
2021-07-31,San Joaquin,102,2,104,780558,753417,362311,46.416922253054864
2021-07-31,San Luis Obispo,7,0,7,281879,305038,149858,53.16394623224859
2021-07-31,San Mateo,32,6,38,762511,1086757,541146,70.96894339884933
2021-07-31,Santa Barbara,31,0,31,448244,501880,245952,54.87011538358573
2021-07-31,Santa Clara,100,20,120,1931026,2751561,1373290,71.11711597875947
2021-07-31,Santa Cruz,10,0,10,270462,349719,172086,63.62668323091599
2021-07-31,Shasta,19,0,19,181984,127083,61390,33.73373483383155
2021-07-31,Siskiyou,5,0,5,43991,35014,16956,38.54424768702689
