date,county,confirmed_hosp,suspected_hosp,total_hosp,population,total_doses,cumulative_fully_vaccinated,pct_fully_vaccinated
2021-02-20,Sutter,0,0,0,99464,18036,4948,4.974664200112604
2021-02-20,Tehama,3,0,3,65682,10039,2899,4.413690204317773
2021-02-20,Trinity,0,0,0,16089,2326,297,1.8459817266455343
2021-02-20,Tulare,75,8,83,473891,64789,23907,5.0448309843402805
2021-02-20,Tuolumne,2,0,2,55374,12811,3295,5.950446057716618
2021-02-20,Ventura,171,11,182,843310,173756,50250,5.958662887905989
2021-02-20,Yolo,10,0,10,216291,51307,13874,6.414506382604917
2021-02-20,Yuba,21,1,22,81994,9242,2347,2.8624045661877697
2021-02-21,Alameda,174,26,200,1680380,359969,97245,5.787083873885669
2021-02-21,Amador,6,2,8,40532,9303,2263,5.583242869831245
2021-02-21,Butte,13,0,13,210135,50878,15110,7.190615556665953
2021-02-21,Calaveras,1,0,1,45346,10275,2644,5.830723768358841
2021-02-21,Colusa,8,0,8,21858,3317,689,3.152163967426114
2021-02-21,Contra Costa,84,9,93,1165986,297302,88330,7.575562656841506
2021-02-21,Del Norte,2,4,6,27601,3708,1073,3.8875403065106338
2021-02-21,El Dorado,10,0,10,191220,46250,13714,7.17184394937768
2021-02-21,Fresno,231,13,244,1009503,165805,56360,5.5829452710888425
2021-02-21,Glenn,0,0,0,28896,5000,1316,4.554263565891473
2021-02-21,Humboldt,9,7,16,136261,33727,10294,7.554619443567859
2021-02-21,Imperial,27,1,28,179595,26474,7657,4.2634817227651105
2021-02-21,Inyo,1,0,1,19001,6362,1730,9.104783958739013
2021-02-21,Kern,167,7,174,905828,116511,35428,3.911117783950154
2021-02-21,Kings,41,0,41,152790,14996,4232,2.769814778454087
2021-02-21,Lake,1,0,1,68195,13004,3479,5.101547034240047
2021-02-21,Lassen,0,0,0,32317,3415,1263,3.9081597920599065
2021-02-21,Los Angeles,2146,191,2337,9992236,2084508,656765,6.572753085495579
2021-02-21,Madera,33,7,40,156343,23656,6535,4.1799121163083734
2021-02-21,Marin,15,5,20,261282,78706,24740,9.468696657251552
2021-02-21,Mariposa,0,0,0,17118,3861,894,5.222572730459166
2021-02-21,Mendocino,5,1,6,91361,29800,9666,10.580006786265475
2021-02-21,Merced,32,1,33,281814,34804,10054,3.567601325697091
2021-02-21,Modoc,0,0,0,8663,2350,724,8.357381969294702
2021-02-21,Mono,0,0,0,13226,6173,2327,17.59413276878875
2021-02-21,Monterey,46,1,47,438390,67584,18308,4.176190150322772
2021-02-21,Napa,7,0,7,137485,44616,16217,11.795468596574171
2021-02-21,Nevada,2,1,3,102249,24420,5560,5.437705992234643
2021-02-21,Orange,556,33,589,3185516,706754,203833,6.398743563052265
2021-02-21,Placer,64,16,80,405889,108938,34064,8.392442268699078
2021-02-21,Plumas,0,0,0,19749,3352,1136,5.752189984303003
2021-02-21,Riverside,441,51,492,2422847,439628,114185,4.712844021929573
2021-02-21,Sacramento,185,25,210,1586465,295937,85331,5.378687837424715
2021-02-21,San Benito,7,0,7,64521,9712,2926,4.534957610700392
2021-02-21,San Bernardino,437,56,493,2183239,339693,98158,4.495980513356531
2021-02-21,San Diego,622,36,658,3296045,806046,224690,6.81695789954324
2021-02-21,San Francisco,93,5,98,870393,205380,55036,6.3231207052446425
2021-02-21,San Joaquin,125,23,148,780558,114979,33819,4.33266970551836
2021-02-21,San Luis Obispo,19,1,20,281879,61417,18950,6.72274273713189
2021-02-21,San Mateo,66,8,74,762511,199346,56898,7.461925139440611
2021-02-21,Santa Barbara,82,2,84,448244,88856,27836,6.21001061921632
2021-02-21,Santa Clara,221,21,242,1931026,409668,123515,6.396340598210485
2021-02-21,Santa Cruz,22,2,24,270462,72437,18433,6.815375172852378
2021-02-21,Shasta,19,0,19,181984,35795,10038,5.515869526991384
2021-02-21,Siskiyou,1,0,1,43991,10188,2902,6.596803891705122
2021-02-21,Solano,63,16,79,452698,102537,31643,6.989869626108355
2021-02-21,Sonoma,37,1,38,488281,139828,34746,7.115984443384035
2021-02-21,Stanislaus,143,14,157,553217,88875,28008,5.062751144668367
2021-02-21,Sutter,0,0,0,99464,18073,4974,5.000804311107537
2021-02-21,Tehama,2,0,2,65682,10043,2902,4.418257665722725
2021-02-21,Trinity,0,0,0,16089,2326,297,1.8459817266455343
2021-02-21,Tulare,79,6,85,473891,64894,23966,5.057281104726615
2021-02-21,Tuolumne,2,0,2,55374,13761,3785,6.835337884205583
2021-02-21,Ventura,189,4,193,843310,174933,50946,6.041194815666836
2021-02-21,Yolo,9,0,9,216291,51672,14120,6.528242044282933
2021-02-21,Yuba,24,0,24,81994,9275,2362,2.880698587701539
2021-02-22,Alameda,180,23,203,1680380,371376,101579,6.045001725800117
2021-02-22,Amador,5,1,6,40532,9392,2307,5.691799072337906
2021-02-22,Butte,13,0,13,210135,52440,16287,7.7507316724962525
2021-02-22,Calaveras,0,0,0,45346,10352,2680,5.910113350681427
2021-02-22,Colusa,8,0,8,21858,3359,706,3.2299386952145666
2021-02-22,Contra Costa,81,10,91,1165986,305514,92705,7.950781570276144
2021-02-22,Del Norte,2,1,3,27601,3715,1073,3.8875403065106338
2021-02-22,El Dorado,9,0,9,191220,47216,14366,7.512812467315134
2021-02-22,Fresno,239,19,258,1009503,168334,57556,5.701419411334092
2021-02-22,Glenn,0,0,0,28896,5036,1337,4.626937984496124
2021-02-22,Humboldt,9,5,14,136261,33900,10420,7.647089042352544
2021-02-22,Imperial,29,0,29,179595,27375,7755,4.31804894345611
2021-02-22,Inyo,1,0,1,19001,6429,1769,9.310036313878216
2021-02-22,Kern,170,9,179,905828,119319,36738,4.055736850704549
2021-02-22,Kings,40,0,40,152790,15160,4322,2.8287191570128933
2021-02-22,Lake,4,0,4,68195,13150,3578,5.246718967666252
2021-02-22,Lassen,0,0,0,32317,3445,1278,3.9545749914905466
2021-02-22,Los Angeles,2064,200,2264,9992236,2123458,676405,6.769305688936891
2021-02-22,Madera,30,6,36,156343,24632,6630,4.2406759496747535
2021-02-22,Marin,13,5,18,261282,80677,25443,9.73775460996165
2021-02-22,Mariposa,0,0,0,17118,3894,897,5.240098142306344
2021-02-22,Mendocino,4,0,4,91361,30075,9802,10.728866803121683
2021-02-22,Merced,32,1,33,281814,35746,10447,3.7070550079130205
2021-02-22,Modoc,0,0,0,8663,2373,743,8.57670552926238
2021-02-22,Mono,0,0,0,13226,6442,2570,19.431422954786026
2021-02-22,Monterey,40,1,41,438390,68788,18771,4.281803873263533
2021-02-22,Napa,9,2,11,137485,45125,16564,12.047859766519984
2021-02-22,Nevada,5,0,5,102249,24973,5738,5.61179082436014
2021-02-22,Orange,539,28,567,3185516,717788,210465,6.606935893588354
2021-02-22,Placer,64,6,70,405889,111692,36128,8.900955680001182
2021-02-22,Plumas,0,0,0,19749,3359,1141,5.77750772190997
2021-02-22,Riverside,407,49,456,2422847,452725,122154,5.041754596967947
2021-02-22,Sacramento,180,21,201,1586465,302778,89174,5.620924508262079
2021-02-22,San Benito,7,0,7,64521,9866,2973,4.607802110940624
2021-02-22,San Bernardino,414,44,458,2183239,348885,103098,4.722249831557607
2021-02-22,San Diego,601,31,632,3296045,818857,231787,7.032276561758107
2021-02-22,San Francisco,96,5,101,870393,210952,57812,6.642057093749605
2021-02-22,San Joaquin,122,6,128,780558,119231,35178,4.506775921840529
2021-02-22,San Luis Obispo,18,0,18,281879,63910,19937,7.072892978902295
2021-02-22,San Mateo,65,8,73,762511,204020,58702,7.698511890320271
2021-02-22,Santa Barbara,76,6,82,448244,89898,28570,6.373760719608071
2021-02-22,Santa Clara,226,26,252,1931026,420753,129447,6.703534804813607
2021-02-22,Santa Cruz,18,3,21,270462,73686,19190,7.095266617861289
2021-02-22,Shasta,15,1,16,181984,36255,10295,5.657090733251275
2021-02-22,Siskiyou,2,0,2,43991,10445,3044,6.919597190334387
2021-02-22,Solano,56,16,72,452698,104497,32594,7.199943450158825
2021-02-22,Sonoma,39,2,41,488281,142974,36598,7.49527423758041
2021-02-22,Stanislaus,138,15,153,553217,91208,28808,5.207359860597198
2021-02-22,Sutter,0,0,0,99464,18282,5109,5.136531810504303
2021-02-22,Tehama,1,0,1,65682,10096,2925,4.45327486982735
2021-02-22,Trinity,0,0,0,16089,2332,298,1.8521971533345765
2021-02-22,Tulare,75,7,82,473891,66064,24902,5.25479487899116
2021-02-22,Tuolumne,0,0,0,55374,13849,3824,6.905768049987358
2021-02-22,Ventura,167,6,173,843310,180699,53053,6.291043625712964
2021-02-22,Yolo,10,0,10,216291,53083,14847,6.864363288347643
2021-02-22,Yuba,22,0,22,81994,9420,2459,2.998999926823914
2021-02-23,Alameda,175,25,200,1680380,384966,106843,6.358264202144753
2021-02-23,Amador,4,0,4,40532,9738,2573,6.348070660219086
2021-02-23,Butte,16,0,16,210135,54154,17533,8.343683822304708
2021-02-23,Calaveras,1,0,1,45346,10515,2738,6.0380187888678165
2021-02-23,Colusa,3,0,3,21858,3381,712,3.257388599139903
2021-02-23,Contra Costa,89,17,106,1165986,318191,98918,8.483635309514865
2021-02-23,Del Norte,1,0,1,27601,3827,1152,4.173761820223905
2021-02-23,El Dorado,6,0,6,191220,48203,14961,7.823972387825541
2021-02-23,Fresno,241,14,255,1009503,173206,58502,5.79512889015684
2021-02-23,Glenn,0,0,0,28896,5081,1356,4.692691029900332
2021-02-23,Humboldt,9,2,11,136261,34132,10585,7.768180183618203
2021-02-23,Imperial,27,0,27,179595,28592,7952,4.427740193212506
2021-02-23,Inyo,1,0,1,19001,6630,1880,9.894216093889796
2021-02-23,Kern,165,7,172,905828,123109,38426,4.2420856939728075
2021-02-23,Kings,39,0,39,152790,15619,4447,2.9105307939001244
2021-02-23,Lake,4,0,4,68195,13376,3770,5.528264535523133
2021-02-23,Lassen,0,0,0,32317,3595,1382,4.276387040876319
2021-02-23,Los Angeles,1988,226,2214,9992236,2185482,715183,7.157386995263122
2021-02-23,Madera,35,3,38,156343,25451,6893,4.408895825204838
2021-02-23,Marin,12,6,18,261282,83677,26447,10.12201376290751
2021-02-23,Mariposa,0,0,0,17118,3956,929,5.427035868676247
2021-02-23,Mendocino,3,1,4,91361,30948,10038,10.987182714725101
2021-02-23,Merced,33,1,34,281814,36933,10999,3.9029288821705097
2021-02-23,Modoc,0,0,0,8663,2460,815,9.407826388087267
2021-02-23,Mono,0,0,0,13226,6596,2695,20.376531075154997
2021-02-23,Monterey,41,0,41,438390,69971,19553,4.460183854558727
2021-02-23,Napa,9,0,9,137485,46323,17416,12.667563734225553
2021-02-23,Nevada,2,1,3,102249,25521,6044,5.911060254868018
2021-02-23,Orange,515,26,541,3185516,732759,221458,6.952029121812604
2021-02-23,Placer,54,11,65,405889,114717,38133,9.394933097472462
2021-02-23,Plumas,0,0,0,19749,3390,1151,5.828143197123905
2021-02-23,Riverside,406,49,455,2422847,465108,128624,5.308795809227739
2021-02-23,Sacramento,183,18,201,1586465,310929,93553,5.896946985908923
2021-02-23,San Benito,4,0,4,64521,10267,3136,4.860433037305683
2021-02-23,San Bernardino,396,36,432,2183239,359003,108134,4.9529162863067215
2021-02-23,San Diego,597,34,631,3296045,843990,248009,7.524442172361118
2021-02-23,San Francisco,95,6,101,870393,217092,60847,6.990750155389577
2021-02-23,San Joaquin,118,15,133,780558,124342,37165,4.761337402217388
2021-02-23,San Luis Obispo,17,1,18,281879,65893,20504,7.274043117791677
2021-02-23,San Mateo,61,5,66,762511,208577,60655,7.95463934290784
2021-02-23,Santa Barbara,85,3,88,448244,93243,31457,7.017829574963636
2021-02-23,Santa Clara,215,24,239,1931026,433965,135290,7.006120062598846
2021-02-23,Santa Cruz,22,2,24,270462,75822,20566,7.604025704165465
2021-02-23,Shasta,13,1,14,181984,37213,10916,5.998329523474591
2021-02-23,Siskiyou,2,0,2,43991,10732,3136,7.128730876770248
2021-02-23,Solano,52,13,65,452698,107767,33628,7.4283517930275815
2021-02-23,Sonoma,37,1,38,488281,146643,38564,7.897911243730557
2021-02-23,Stanislaus,141,14,155,553217,94975,31670,5.72469754183259
2021-02-23,Sutter,0,0,0,99464,18532,5242,5.2702485321322285
2021-02-23,Tehama,1,0,1,65682,10195,2979,4.53548917511647
2021-02-23,Trinity,0,0,0,16089,2342,303,1.8832742867797874
2021-02-23,Tulare,78,9,87,473891,68173,25486,5.378029968916903
2021-02-23,Tuolumne,1,0,1,55374,13907,3854,6.959945100588724
2021-02-23,Ventura,157,8,165,843310,186994,55748,6.61061768507429
2021-02-23,Yolo,11,0,11,216291,54243,15592,7.208806653998548
2021-02-23,Yuba,20,0,20,81994,9569,2548,3.1075444544722783
2021-02-24,Alameda,172,22,194,1680380,400318,112297,6.682833644770826
2021-02-24,Amador,3,0,3,40532,10158,2818,6.952531333267542
2021-02-24,Butte,16,0,16,210135,56435,19024,9.053227686963142
2021-02-24,Calaveras,1,0,1,45346,10662,2793,6.159308428527323
2021-02-24,Colusa,3,0,3,21858,3731,866,3.9619361332235337
2021-02-24,Contra Costa,90,18,108,1165986,329566,104659,8.97600828826418
2021-02-24,Del Norte,1,0,1,27601,3990,1227,4.445491105394732
2021-02-24,El Dorado,4,1,5,191220,49384,15637,8.17749189415333
2021-02-24,Fresno,227,15,242,1009503,177689,59382,5.882300498364047
2021-02-24,Glenn,0,0,0,28896,5340,1552,5.370985603543743
2021-02-24,Humboldt,8,2,10,136261,35412,11256,8.260617491431885
2021-02-24,Imperial,26,0,26,179595,29525,8119,4.520727191736964
2021-02-24,Inyo,1,0,1,19001,6749,1941,10.215251828851112
2021-02-24,Kern,161,7,168,905828,128564,40662,4.488931673562751
2021-02-24,Kings,43,0,43,152790,16418,4695,3.0728450814843904
2021-02-24,Lake,3,0,3,68195,14389,4314,6.325976977784295
2021-02-24,Lassen,1,0,1,32317,3730,1423,4.403255252653402
2021-02-24,Los Angeles,1886,215,2101,9992236,2257656,757378,7.57966485179093
2021-02-24,Madera,29,5,34,156343,26404,7441,4.7594072008340635
2021-02-24,Marin,14,3,17,261282,87417,27814,10.645203266968256
2021-02-24,Mariposa,0,0,0,17118,4005,956,5.584764575300853
2021-02-24,Mendocino,2,0,2,91361,32956,10491,11.48301791792997
2021-02-24,Merced,35,1,36,281814,37948,11465,4.068286174569042
2021-02-24,Modoc,0,0,0,8663,2558,879,10.146600484820501
2021-02-24,Mono,0,0,0,13226,6609,2702,20.42945712989566
2021-02-24,Monterey,39,0,39,438390,72847,20428,4.659777823399256
2021-02-24,Napa,10,0,10,137485,47585,18029,13.113430556060662
2021-02-24,Nevada,1,2,3,102249,26140,6365,6.224999755498831
2021-02-24,Orange,515,27,542,3185516,756110,238820,7.4970585613131435
2021-02-24,Placer,53,13,66,405889,118349,39830,9.813027699691295
2021-02-24,Plumas,0,0,0,19749,3858,1167,5.909159957466201
2021-02-24,Riverside,381,57,438,2422847,481070,137922,5.692559208237252
2021-02-24,Sacramento,182,11,193,1586465,321576,98488,6.208015934798436
2021-02-24,San Benito,4,0,4,64521,10707,3303,5.119263495606082
2021-02-24,San Bernardino,371,37,408,2183239,372207,114910,5.263280840989007
2021-02-24,San Diego,560,35,595,3296045,872694,270208,8.197946326582313
2021-02-24,San Francisco,91,7,98,870393,226799,65313,7.503851708366221
2021-02-24,San Joaquin,117,13,130,780558,130940,39109,5.010390003049101
2021-02-24,San Luis Obispo,19,2,21,281879,68762,22470,7.971505504134753
2021-02-24,San Mateo,53,5,58,762511,216267,63333,8.30584739105403
2021-02-24,Santa Barbara,83,4,87,448244,96700,34117,7.611256369298864
2021-02-24,Santa Clara,203,31,234,1931026,449514,141381,7.321548233944028
2021-02-24,Santa Cruz,19,2,21,270462,78954,22663,8.379365677988035
2021-02-24,Shasta,14,1,15,181984,38169,11574,6.359899771408475
2021-02-24,Siskiyou,2,0,2,43991,10941,3268,7.428792252960833
2021-02-24,Solano,52,14,66,452698,110532,34890,7.707124838192349
2021-02-24,Sonoma,39,0,39,488281,152694,41543,8.508010756101507
2021-02-24,Stanislaus,137,21,158,553217,99285,33590,6.071758460061784
2021-02-24,Sutter,0,0,0,99464,19582,6072,6.104721306201238
2021-02-24,Tehama,2,0,2,65682,10556,3298,5.021162571176274
2021-02-24,Trinity,0,0,0,16089,2372,328,2.0386599540058423
2021-02-24,Tulare,74,6,80,473891,70753,25920,5.469612210402814
2021-02-24,Tuolumne,2,0,2,55374,14041,3941,7.117058547332683
2021-02-24,Ventura,151,9,160,843310,194537,58813,6.974066476147561
2021-02-24,Yolo,12,0,12,216291,56363,16381,7.573592983526822
2021-02-24,Yuba,22,0,22,81994,10076,2945,3.5917262238700394
2021-02-25,Alameda,168,19,187,1680380,416866,118429,7.047751103916971
2021-02-25,Amador,3,1,4,40532,10710,3122,7.702556005131748
2021-02-25,Butte,13,0,13,210135,58655,20525,9.767530397125658
2021-02-25,Calaveras,1,0,1,45346,11245,2999,6.613593260706567
2021-02-25,Colusa,1,0,1,21858,3884,932,4.263885076402232
2021-02-25,Contra Costa,74,14,88,1165986,342189,111324,9.547627501530894
2021-02-25,Del Norte,1,0,1,27601,4490,1500,5.434585703416543
2021-02-25,El Dorado,5,0,5,191220,51396,16916,8.846354983788308
2021-02-25,Fresno,218,17,235,1009503,186908,60949,6.037525396160289
2021-02-25,Glenn,0,0,0,28896,5679,1672,5.786267995570321
2021-02-25,Humboldt,8,2,10,136261,36330,11911,8.74131262797132
2021-02-25,Imperial,25,0,25,179595,30602,8586,4.780756702580807
2021-02-25,Inyo,0,0,0,19001,6913,2008,10.567864849218463
2021-02-25,Kern,162,1,163,905828,134247,42964,4.743063804607497
2021-02-25,Kings,39,0,39,152790,17319,4957,3.244322272400026
2021-02-25,Lake,4,1,5,68195,15156,4586,6.724833198914877
2021-02-25,Lassen,1,0,1,32317,3874,1475,4.5641612773462885
2021-02-25,Los Angeles,1733,229,1962,9992236,2339312,798277,7.98897263835642
2021-02-25,Madera,33,5,38,156343,27511,7909,5.058749032575811
2021-02-25,Marin,13,2,15,261282,91697,29105,11.139305424790074
2021-02-25,Mariposa,0,0,0,17118,4054,976,5.701600654282042
2021-02-25,Mendocino,5,0,5,91361,34736,10946,11.981042239029783
2021-02-25,Merced,35,0,35,281814,39971,12018,4.264514892801635
2021-02-25,Modoc,0,0,0,8663,2726,1032,11.912732309823387
2021-02-25,Mono,0,0,0,13226,6617,2708,20.474822319673372
2021-02-25,Monterey,38,1,39,438390,77690,23560,5.374210178151874
2021-02-25,Napa,8,1,9,137485,50268,18764,13.648034331017929
2021-02-25,Nevada,2,2,4,102249,27096,6846,6.6954200041076195
2021-02-25,Orange,453,22,475,3185516,781285,255124,8.008875171243842
2021-02-25,Placer,56,17,73,405889,122436,41714,10.277194011170542
2021-02-25,Plumas,0,0,0,19749,4096,1233,6.243354093878171
2021-02-25,Riverside,361,63,424,2422847,499756,148096,6.112478418983947
2021-02-25,Sacramento,177,16,193,1586465,333642,103560,6.527720435055296
2021-02-25,San Benito,6,0,6,64521,11141,3445,5.339346879310612
2021-02-25,San Bernardino,352,26,378,2183239,386154,120877,5.53659035955294
2021-02-25,San Diego,535,26,561,3296045,905247,293244,8.896844551576207
2021-02-25,San Francisco,94,1,95,870393,237703,69277,7.9592781651506845
2021-02-25,San Joaquin,117,14,131,780558,138347,41876,5.36487999610535
2021-02-25,San Luis Obispo,18,1,19,281879,70977,23409,8.304627162718756
2021-02-25,San Mateo,54,2,56,762511,225915,66747,8.753578636898354
2021-02-25,Santa Barbara,76,5,81,448244,100437,36725,8.193082339083178
2021-02-25,Santa Clara,192,27,219,1931026,465936,149004,7.7163124680869135
2021-02-25,Santa Cruz,17,1,18,270462,82233,24373,9.011617158787557
2021-02-25,Shasta,18,1,19,181984,38721,11961,6.572555829083876
2021-02-25,Siskiyou,2,0,2,43991,11270,3448,7.837966856857085
2021-02-25,Solano,46,16,62,452698,113454,36236,8.00445329999249
2021-02-25,Sonoma,35,0,35,488281,159117,44509,9.115447867109308
2021-02-25,Stanislaus,139,14,153,553217,103390,34676,6.2680647919351715
2021-02-25,Sutter,0,0,0,99464,20441,6278,6.31183141639186
2021-02-25,Tehama,3,0,3,65682,10974,3661,5.57382540117536
2021-02-25,Trinity,0,0,0,16089,2416,368,2.2872770215675304
2021-02-25,Tulare,72,6,78,473891,74497,26392,5.569213173493483
2021-02-25,Tuolumne,2,1,3,55374,15062,3981,7.18929461480117
2021-02-25,Ventura,144,8,152,843310,202533,62004,7.352456392074089
2021-02-25,Yolo,10,0,10,216291,57832,16918,7.821869610848347
2021-02-25,Yuba,21,0,21,81994,10451,3074,3.7490548088884554
2021-02-26,Alameda,157,24,181,1680380,435917,125573,7.472893036098978
2021-02-26,Amador,3,0,3,40532,11390,3281,8.094838646008093
2021-02-26,Butte,15,0,15,210135,59678,21102,10.042115782711114
2021-02-26,Calaveras,1,0,1,45346,12085,3450,7.608168305914524
2021-02-26,Colusa,0,0,0,21858,3990,984,4.5017842437551465
2021-02-26,Contra Costa,72,11,83,1165986,354159,117237,10.054751943848382
2021-02-26,Del Norte,1,0,1,27601,4719,1552,5.6229846744683165
2021-02-26,El Dorado,6,0,6,191220,53939,17765,9.290346198096433
2021-02-26,Fresno,207,20,227,1009503,196347,62372,6.17848584897717
2021-02-26,Glenn,0,0,0,28896,5977,1946,6.734496124031008
2021-02-26,Humboldt,6,2,8,136261,38607,13736,10.080654038939976
2021-02-26,Imperial,22,0,22,179595,33096,9166,5.103705559731618
2021-02-26,Inyo,2,0,2,19001,7014,2085,10.973106678595864
2021-02-26,Kern,158,4,162,905828,141528,45657,5.040360863210235
2021-02-26,Kings,34,0,34,152790,18385,5085,3.3280973885725507
2021-02-26,Lake,3,0,3,68195,16180,5248,7.695578854754747
2021-02-26,Lassen,1,0,1,32317,3953,1515,4.687935142494662
2021-02-26,Los Angeles,1661,194,1855,9992236,2430621,839939,8.405916353456824
2021-02-26,Madera,29,7,36,156343,28660,8324,5.324191041492104
2021-02-26,Marin,15,2,17,261282,95560,30186,11.553034652214848
2021-02-26,Mariposa,0,0,0,17118,4537,1173,6.852436032246758
2021-02-26,Mendocino,5,0,5,91361,36195,11337,12.40901478749138
2021-02-26,Merced,33,0,33,281814,42397,12563,4.457904859233395
2021-02-26,Modoc,0,0,0,8663,2728,1034,11.935819000346301
2021-02-26,Mono,1,0,1,13226,7107,3177,24.02086798729775
2021-02-26,Monterey,40,1,41,438390,83366,26399,6.021807066767034
2021-02-26,Napa,7,3,10,137485,51874,19729,14.349929083172709
2021-02-26,Nevada,2,2,4,102249,28478,7708,7.538460033838962
2021-02-26,Orange,444,15,459,3185516,811633,273170,8.57537679923755
2021-02-26,Placer,52,10,62,405889,126931,43672,10.759591908132519
2021-02-26,Plumas,0,0,0,19749,4342,1246,6.309180211656287
2021-02-26,Riverside,338,57,395,2422847,519835,158225,6.530540310634555
2021-02-26,Sacramento,177,17,194,1586465,348989,108481,6.8379069188415755
2021-02-26,San Benito,6,0,6,64521,11835,3722,5.768664465832829
2021-02-26,San Bernardino,327,23,350,2183239,400715,127396,5.835183413268084
2021-02-26,San Diego,523,39,562,3296045,938187,314527,9.542557823087973
2021-02-26,San Francisco,83,5,88,870393,251127,74859,8.600597661056558
2021-02-26,San Joaquin,109,7,116,780558,144646,44000,5.63699302294
2021-02-26,San Luis Obispo,18,1,19,281879,73779,24787,8.7934894050284
2021-02-26,San Mateo,54,3,57,762511,236223,70008,9.18124459843858
2021-02-26,Santa Barbara,74,6,80,448244,104381,38539,8.597772641686225
2021-02-26,Santa Clara,194,25,219,1931026,481831,156283,8.093262338259557
2021-02-26,Santa Cruz,16,2,18,270462,85035,25894,9.573988212761867
2021-02-26,Shasta,18,1,19,181984,39589,12464,6.848953754176192
2021-02-26,Siskiyou,3,0,3,43991,11938,3757,8.540383260212316
2021-02-26,Solano,45,12,57,452698,117316,37797,8.3492747924665
2021-02-26,Sonoma,35,1,36,488281,166140,47099,9.64588013869063
2021-02-26,Stanislaus,128,14,142,553217,107616,36423,6.583854075344756
2021-02-26,Sutter,0,0,0,99464,20863,6522,6.557146304190461
2021-02-26,Tehama,3,0,3,65682,11470,4074,6.202612587923632
2021-02-26,Trinity,0,0,0,16089,2450,392,2.4364472621045437
2021-02-26,Tulare,69,8,77,473891,78599,26923,5.6812642569704845
2021-02-26,Tuolumne,2,0,2,55374,15250,4025,7.268754289016506
2021-02-26,Ventura,144,9,153,843310,212481,65562,7.774365298644627
2021-02-26,Yolo,11,0,11,216291,60603,18465,8.537109727173114
2021-02-26,Yuba,18,0,18,81994,10750,3208,3.9124814010781277
2021-02-27,Alameda,163,26,189,1680380,451495,131627,7.833168688034849
2021-02-27,Amador,3,0,3,40532,11732,3500,8.635152472120794
2021-02-27,Butte,23,0,23,210135,59960,21163,10.071144740286007
2021-02-27,Calaveras,1,0,1,45346,12322,3492,7.7007894852908745
2021-02-27,Colusa,0,0,0,21858,4061,1000,4.574983987556044
2021-02-27,Contra Costa,78,16,94,1165986,361564,119982,10.290175010677657
2021-02-27,Del Norte,1,0,1,27601,4874,1563,5.662838302960037
2021-02-27,El Dorado,4,1,5,191220,55722,18231,9.534044556008785
2021-02-27,Fresno,201,22,223,1009503,203969,63140,6.254562888867096
2021-02-27,Glenn,0,0,0,28896,5993,1955,6.765642303433001
2021-02-27,Humboldt,6,3,9,136261,40466,14634,10.739683401707017
2021-02-27,Imperial,21,2,23,179595,34245,9987,5.560845235112336
2021-02-27,Inyo,1,0,1,19001,7031,2097,11.036261249407925
2021-02-27,Kern,159,3,162,905828,145714,47071,5.19646113831765
2021-02-27,Kings,37,0,37,152790,19994,6119,4.0048432489037245
2021-02-27,Lake,1,0,1,68195,16591,5335,7.823154190189896
2021-02-27,Lassen,0,0,0,32317,3960,1519,4.7003125290095
2021-02-27,Los Angeles,1578,183,1761,9992236,2497564,874140,8.748192096343601
2021-02-27,Madera,26,7,33,156343,29575,8794,5.624812111831038
2021-02-27,Marin,13,3,16,261282,98370,31062,11.88830459044251
2021-02-27,Mariposa,0,0,0,17118,4730,1189,6.94590489543171
2021-02-27,Mendocino,6,0,6,91361,36418,11473,12.557874804347588
2021-02-27,Merced,33,0,33,281814,45310,12891,4.574293683067555
2021-02-27,Modoc,0,0,0,8663,2731,1034,11.935819000346301
2021-02-27,Mono,1,0,1,13226,7234,3300,24.950854377740814
2021-02-27,Monterey,38,3,41,438390,84568,26673,6.08430849243824
2021-02-27,Napa,8,0,8,137485,53105,20011,14.555042368258356
2021-02-27,Nevada,2,2,4,102249,29014,8003,7.826971412923354
2021-02-27,Orange,421,22,443,3185516,838975,292398,9.178983875767694
2021-02-27,Placer,61,9,70,405889,130100,45256,11.14984638657367
2021-02-27,Plumas,0,0,0,19749,4390,1255,6.354752139348828
2021-02-27,Riverside,328,50,378,2422847,532836,165149,6.816319808885992
2021-02-27,Sacramento,165,22,187,1586465,360748,111658,7.03816346405373
2021-02-27,San Benito,4,0,4,64521,11971,3750,5.812061189380202
2021-02-27,San Bernardino,299,23,322,2183239,407822,129541,5.9334319330132885
2021-02-27,San Diego,485,34,519,3296045,958759,324556,9.846831581486297
2021-02-27,San Francisco,78,8,86,870393,261291,80120,9.205037264775797
2021-02-27,San Joaquin,105,9,114,780558,150568,47096,6.033632350190505
2021-02-27,San Luis Obispo,16,1,17,281879,74448,24874,8.824353712053753
2021-02-27,San Mateo,56,3,59,762511,243574,73418,9.628451261686717
2021-02-27,Santa Barbara,70,6,76,448244,106184,39370,8.783162741721027
2021-02-27,Santa Clara,187,33,220,1931026,490735,160205,8.296366801897022
2021-02-27,Santa Cruz,15,1,16,270462,87691,27292,10.09088152864358
2021-02-27,Shasta,18,1,19,181984,40448,13072,7.183049059257956
2021-02-27,Siskiyou,3,0,3,43991,11978,3765,8.558568798163261
2021-02-27,Solano,39,14,53,452698,121582,38656,8.539026017344897
